Date,Name,Year,Letterboxd URI,Rating
2024-04-02,Past Lives,2023,https://boxd.it/oNB8,4
2024-04-04,Club Zero,2023,https://boxd.it/znzC,3.5
2024-04-04,To Die For,1995,https://boxd.it/2a5o,3
2024-04-05,Torremolinos 73,2003,https://boxd.it/1tNi,3.5
2024-04-09,Barrio,1998,https://boxd.it/1hGY,2.5
2024-04-10,There's Still Tomorrow,2023,https://boxd.it/COrw,3.5
2024-04-15,The Magic Gloves,2003,https://boxd.it/48Hk,3
2024-04-16,Bambola,1996,https://boxd.it/v8O,2
2024-04-18,Love Lies Bleeding,2024,https://boxd.it/zN4q,2.5
2024-04-21,Los mil y un descorches,1999,https://boxd.it/LLYg,3
2024-04-22,Silvia Prieto,1999,https://boxd.it/EI2,3
2024-04-25,Sisterhood,2023,https://boxd.it/CFo4,3.5
2024-04-26,Die Schule brennt und wir wissen warum,2023,https://boxd.it/IRRY,3.5
2024-04-26,"I’m Fine, Mum",2022,https://boxd.it/F7ZG,4
2024-04-26,Longing for Light,2023,https://boxd.it/JDJo,3.5
2024-04-26,Sainte Sultana,2023,https://boxd.it/GEq2,3.5
2024-04-27,Howl's Moving Castle,2004,https://boxd.it/23De,5
2024-04-28,"Good Bye, Lenin!",2003,https://boxd.it/2ayA,2
2024-04-28,Far from Heaven,2002,https://boxd.it/1VzS,3
2024-04-29,Another Round,2020,https://boxd.it/lkba,4
2024-05-03,Challengers,2024,https://boxd.it/zld0,3
2024-05-11,Bob & Carol & Ted & Alice,1969,https://boxd.it/1tIM,3.5
2024-05-15,Vivre Sa Vie,1962,https://boxd.it/28s6,4.5
2024-05-23,The Blondes,2016,https://boxd.it/lVGY,4
2024-05-23,Piggy,2018,https://boxd.it/inVu,3.5
2024-05-23,There Will Be Monsters,2020,https://boxd.it/qjYU,4
2024-05-23,La Chimera,2023,https://boxd.it/vzVi,3
2024-05-24,Interns,2023,https://boxd.it/FT5m,3.5
2024-05-24,The Puppet,2022,https://boxd.it/JZ8k,2.5
2024-05-24,The Illustrated Woman,2023,https://boxd.it/IWVw,3.5
2024-05-24,Un cuarto de equipaje,2021,https://boxd.it/E9xs,3.5
2024-05-24,To Bird or Not to Bird,2023,https://boxd.it/IMJg,2
2024-05-25,Seven Brides for Seven Brothers,1954,https://boxd.it/1JWA,2.5
2024-05-29,My Emptiness and I,2022,https://boxd.it/yOeO,3
2024-06-02,Parasite,2019,https://boxd.it/hTha,3.5
2024-06-13,Eyes Without a Face,1960,https://boxd.it/1j9i,3.5
2024-06-13,The Tobacconist of Vallecas,1987,https://boxd.it/3Kxg,4
2024-06-13,Holy Camp!,2017,https://boxd.it/f5Vg,3
2024-06-14,Lick the Star,1998,https://boxd.it/3f8Y,4.5
2024-06-16,Casa Flora,1973,https://boxd.it/aDZc,3.5
2024-06-18,Earth,1996,https://boxd.it/26GK,3
2024-06-21,"Ay, Carmela!",1990,https://boxd.it/Yua,3.5
2024-06-22,Magnolia,1999,https://boxd.it/2aze,4
2024-06-23,"Un, dos, tres, al escondite inglés",1970,https://boxd.it/7DLe,4
2024-06-23,Boystown,2007,https://boxd.it/1tts,3.5
2024-07-04,Inside Out 2,2024,https://boxd.it/CFrC,3
2024-07-08,Funny Ha Ha,2002,https://boxd.it/1f1a,4
2024-07-09,The World's End,2013,https://boxd.it/3EiO,3.5
2024-07-11,Europe '51,1952,https://boxd.it/Zji,5
2024-07-13,Three Colours: White,1994,https://boxd.it/2b7A,4
2024-07-13,Return to Oz,1985,https://boxd.it/1QHM,3.5
2024-07-18,Three Colours: Red,1994,https://boxd.it/2b7q,4.5
2024-07-18,Hardcore,1979,https://boxd.it/XyA,3
2024-07-20,Louder Than Bombs,2015,https://boxd.it/4WEK,4
2024-07-20,Legend,1985,https://boxd.it/1SCY,3
2024-07-24,The Book of Life,2014,https://boxd.it/6JKY,2.5
2024-07-25,Frances Ha,2012,https://boxd.it/41Xg,4.5
2024-07-26,Death of a Cyclist,1955,https://boxd.it/2pjK,4
2024-07-31,The Devil Queen,1974,https://boxd.it/7Haw,3.5
2024-08-01,"Mamá, mamá, mamá",2020,https://boxd.it/oNfm,3.5
2024-08-04,Spirited Away,2001,https://boxd.it/2b4m,5
2024-08-07,Greener Grass,2019,https://boxd.it/jYoY,3.5
2024-08-08,Hawaii,2013,https://boxd.it/60Xy,4.5
2024-08-10,The Tearsmith,2024,https://boxd.it/GCSS,0.5
2024-08-11,Floating Weeds,1959,https://boxd.it/LZu,3
2024-08-15,Trap,2024,https://boxd.it/D4nK,2
2024-08-16,Sultana's Dream,2023,https://boxd.it/zJYO,3.5
2024-08-18,Anguish,1987,https://boxd.it/XZ2,2
2024-08-19,The Sweet East,2023,https://boxd.it/CcHw,4
2024-08-19,Suzhou River,2000,https://boxd.it/1Tsq,4.5
2024-08-23,Jurassic Park,1993,https://boxd.it/2aA2,3
2024-08-24,MaXXXine,2024,https://boxd.it/CIM4,3.5
2024-08-25,Steven Universe: The Movie,2019,https://boxd.it/jyE2,2.5
2024-08-27,A Communal Place,2024,https://boxd.it/Loic,3
2024-08-30,Ugetsu,1953,https://boxd.it/1NyM,4
2024-08-31,Lost in Translation,2003,https://boxd.it/2b0E,2.5
2024-09-05,The Other Way Around,2024,https://boxd.it/K448,3
2024-09-16,Zalacaín el aventurero,1955,https://boxd.it/6iau,3.5
2024-09-18,Drifter,2023,https://boxd.it/CNyG,3.5
2024-09-24,Trainspotting,1996,https://boxd.it/29XY,4
2024-09-25,"Excuse Me Darling, But Lucas Loved Me",1997,https://boxd.it/2NuM,3
2024-09-27,Uglies,2024,https://boxd.it/sUKu,1
2024-09-27,Divergent,2014,https://boxd.it/4VT0,1
2024-09-29,The Concierge,2023,https://boxd.it/Gh06,3
2024-10-01,BPM (Beats per Minute),2017,https://boxd.it/g796,4
2024-10-03,Ziegfeld Follies,1945,https://boxd.it/V86,4
2024-10-05,A Woman Under the Influence,1974,https://boxd.it/1myg,5
2024-10-05,Mataharis,2007,https://boxd.it/1d0Y,3.5
2024-10-07,The Good Boss,2021,https://boxd.it/uVv0,2.5
2024-10-13,Dames,1934,https://boxd.it/Ti4,3.5
2024-10-19,The Orphanage,2007,https://boxd.it/2bfE,3.5
2024-10-20,The Room Next Door,2024,https://boxd.it/Fb4k,3.5
2024-10-30,The Substance,2024,https://boxd.it/zanS,4
2024-11-03,The Suicide Squad,2021,https://boxd.it/fw6O,3
2024-11-06,Anora,2024,https://boxd.it/Egcw,3.5
2024-11-07,What Ever Happened to Baby Jane?,1962,https://boxd.it/1WJE,4.5
2024-11-08,Hot Fuzz,2007,https://boxd.it/2416,4
2024-11-10,Jawbreaker,1999,https://boxd.it/1G7a,3.5
2024-11-16,Dinner in America,2020,https://boxd.it/oinu,1.5
2024-11-24,The Social Network,2010,https://boxd.it/17ue,3.5
2024-11-24,Donkey Skin,1970,https://boxd.it/22V2,5
2024-11-28,Cinderella,1947,https://boxd.it/WmS,3.5
2024-12-05,The Telephone Book,1971,https://boxd.it/40sm,3.5
2024-12-08,Daisies,1966,https://boxd.it/LZk,5
2024-12-19,Three Colours: Blue,1993,https://boxd.it/2b7K,4.5
2024-12-21,Maborosi,1995,https://boxd.it/1G9U,3.5
2024-12-24,Mysterious Skin,2004,https://boxd.it/1UsG,4
2024-12-25,Barbie Presents: Thumbelina,2009,https://boxd.it/1K8Q,0.5
2024-12-26,La Dolce Vita,1960,https://boxd.it/2anC,4.5
2025-01-02,The Coffee Table,2022,https://boxd.it/DY2e,3
2025-01-03,Nosferatu,2024,https://boxd.it/f5eG,2
2025-01-03,The Last Couplet,1957,https://boxd.it/2NuC,4.5
2025-01-05,Gremlins,1984,https://boxd.it/29gg,3.5
2025-01-06,Gremlins 2: The New Batch,1990,https://boxd.it/29g6,3.5
2025-01-13,La mitad de Ana,2024,https://boxd.it/D7pk,3.5
2025-01-15,Stones,2002,https://boxd.it/1q0i,4
2025-01-17,"Hi, Are You Alone?",1995,https://boxd.it/26CI,4.5
2025-01-17,Friendly Dead,1994,https://boxd.it/4mzY,3
2025-01-18,The Stepford Wives,1975,https://boxd.it/1Sfq,3.5
2025-01-19,Mulholland Drive,2001,https://boxd.it/297o,5
2025-01-26,Shaun of the Dead,2004,https://boxd.it/29J8,3.5
2025-01-28,10 Things I Hate About You,1999,https://boxd.it/23AO,4
2025-02-02,Twin Peaks: Fire Walk with Me,1992,https://boxd.it/27Qw,5
2025-02-03,Amores Perros,2000,https://boxd.it/2bfu,3.5
2025-02-08,The Olive Tree,2016,https://boxd.it/cH9y,4
2025-02-10,Martin (Hache),1997,https://boxd.it/Uve,3.5
2025-02-10,Thirteen,2003,https://boxd.it/1UPK,5
2025-02-12,Even the Rain,2010,https://boxd.it/wbu,4
2025-02-14,I Am Nevenka,2024,https://boxd.it/KY94,3
2025-02-20,Las que tienen que servir,1967,https://boxd.it/6zK0,2.5
2025-02-22,Land and Freedom,1995,https://boxd.it/14Xi,4
2025-02-23,Beware of Children,2019,https://boxd.it/laXe,3
2025-02-27,Pierrot le Fou,1965,https://boxd.it/26j2,4
2025-03-01,Conclave,2024,https://boxd.it/AO8q,3.5
2025-03-11,Daniela Forever,2024,https://boxd.it/F1f8,4
2025-03-22,Abracadabra,2017,https://boxd.it/e9zc,3.5
2025-03-24,I ♥ Huckabees,2004,https://boxd.it/28vk,3.5
2025-03-27,8,2025,https://boxd.it/DROg,4.5
2025-03-29,Laurence Anyways,2012,https://boxd.it/3HQu,4
2025-04-04,All About Lily Chou-Chou,2001,https://boxd.it/1JP0,4
2025-04-05,Emilia Pérez,2024,https://boxd.it/AP3G,0.5
2025-04-11,Blancanieves,2012,https://boxd.it/4bwu,4.5
2025-04-13,21 Grams,2003,https://boxd.it/2ajK,3.5
2025-04-17,Cows,1992,https://boxd.it/26J0,4
2025-04-19,Me and You and Everyone We Know,2005,https://boxd.it/28RK,3
2025-04-21,The Ferpect Crime,2004,https://boxd.it/1Yri,2.5
2025-04-22,The Summer,2023,https://boxd.it/Ggy2,3.5
2025-04-30,Spirit: Stallion of the Cimarron,2002,https://boxd.it/1Zmo,3
2025-04-30,The Sin of Harold Diddlebock,1947,https://boxd.it/1zM6,3
2025-05-05,The Red Squirrel,1993,https://boxd.it/26Iw,3.5
2025-05-15,Bad Influence,2025,https://boxd.it/OxaM,1.5
2025-05-15,Sunday's Illness,2018,https://boxd.it/fKLG,3
2025-05-18,The Little Apartment,1958,https://boxd.it/3JdO,4
2025-05-18,The Holy Innocents,1984,https://boxd.it/2CbE,4
2025-05-25,The Violet Seller,1958,https://boxd.it/3XWo,3.5
2025-05-26,Esa mujer,1969,https://boxd.it/4MnY,4
2025-05-29,The Good Manners,2025,https://boxd.it/S8go,2.5
2025-06-01,Shout Out,1998,https://boxd.it/3uE6,3
2025-06-25,Memoir of a Snail,2024,https://boxd.it/EgX8,5
2025-06-28,El camino,1964,https://boxd.it/cmX8,4
2025-06-28,Lovers: A True Story,1991,https://boxd.it/YxI,4
2025-06-29,The Third Man,1949,https://boxd.it/294E,3.5
2025-07-01,Una Palabra Tuya,2008,https://boxd.it/2llC,2
2025-07-05,Tess,1979,https://boxd.it/1UAq,4
2025-07-06,Lovers of the Arctic Circle,1998,https://boxd.it/28NS,4
2025-07-07,KPop Demon Hunters,2025,https://boxd.it/ufwK,2.5
2025-07-08,I Will Survive,1999,https://boxd.it/2BH0,3
2025-07-08,How to Marry a Millionaire,1953,https://boxd.it/1WBq,3.5
2025-07-09,Pals,1982,https://boxd.it/3Rue,3.5
2025-07-10,The Last Showgirl,2024,https://boxd.it/KWtm,3
2025-07-11,The Happiness of the Katakuris,2001,https://boxd.it/1KDY,4.5
2025-07-15,Chill Out!,2003,https://boxd.it/4Dbk,3.5
2025-07-18,Manhattan,1979,https://boxd.it/29Na,3.5
2025-07-19,Love & Revolution,2023,https://boxd.it/Dzus,3.5
2025-07-20,Elegy,2008,https://boxd.it/1Thi,3
2025-07-23,Look Back,2024,https://boxd.it/LjA6,4
2025-07-25,The Twelve Tasks of Asterix,1976,https://boxd.it/1YOG,3
2025-07-29,Julia Is,2017,https://boxd.it/g2Vk,3.5
2025-07-30,Emma.,2020,https://boxd.it/kmg0,3
2025-07-30,Running Out of Time,1994,https://boxd.it/3OEq,2
2025-07-31,Bear Cub,2004,https://boxd.it/Ksk,3.5
2025-08-01,Coyote Ugly,2000,https://boxd.it/21PW,2.5
2025-08-13,Room in Rome,2010,https://boxd.it/HX0,3
2025-08-14,Weapons,2025,https://boxd.it/EMTM,3
2025-08-15,Asfalto,2000,https://boxd.it/5baq,2.5
2025-08-16,Boogie Nights,1997,https://boxd.it/23um,4
2025-08-17,"10,000 Km",2014,https://boxd.it/7qFM,3
2025-08-21,Chico & Rita,2010,https://boxd.it/6O6,4
2025-08-24,Agata's Friends,2015,https://boxd.it/beW0,3.5
2025-08-24,Twin Peaks,1989,https://boxd.it/g8pk,5
2025-08-25,Summer 1993,2017,https://boxd.it/fAfK,4
2025-08-26,Les Girls,1957,https://boxd.it/V0w,3
2025-08-26,The Holdovers,2023,https://boxd.it/vHza,3
2025-08-28,Dark Blue Almost Black,2006,https://boxd.it/24ZK,3
2025-08-31,The Days to Come,2019,https://boxd.it/l8c6,2.5
2025-09-02,Together,2025,https://boxd.it/LdFE,4
2025-09-05,Common Wealth,2000,https://boxd.it/1TL8,4
2025-09-06,Astronautas,2003,https://boxd.it/2qYY,2
2025-09-07,Queens,2005,https://boxd.it/1ifY,2
2025-09-08,A Esmorga,2014,https://boxd.it/9tSo,2
2025-09-08,Guys and Dolls,1955,https://boxd.it/23Mq,3.5
2025-09-09,Blue Gate Crossing,2002,https://boxd.it/RhS,4.5
2025-09-09,Slumdog Millionaire,2008,https://boxd.it/1S3E,3
2025-09-10,Varietés,1971,https://boxd.it/6Leq,3.5
2025-09-10,Placido,1961,https://boxd.it/BFO,4
2025-09-11,The Romantic Exiles,2015,https://boxd.it/aSmO,3
2025-09-14,Babel,2006,https://boxd.it/292o,3.5
2025-09-15,The Captive,2025,https://boxd.it/L3So,3.5
2025-09-15,Miss Violet,2024,https://boxd.it/EgkK,3.5
2025-09-18,8 Dates,2008,https://boxd.it/1sLU,2
2025-09-18,Romería,2025,https://boxd.it/IR3k,4
2025-09-20,State Fair,1945,https://boxd.it/1rdi,2
